ID,smiles,adsorption_energy
255,P([O-])(=O)(OCCCC(C)(CC)CC(C)(CC)CC)OCCCC(C)(CC)CC(C)(CC)CC,279.59349
256,P([O-])(=O)(OCCCC(CC)CCC(C)(C)C(C)C)OCCCC(CC)CCC(C)(C)C(C)C,282.84803
257,P([O-])(=O)(OCCCCCC(C(C)CC)C(C)(C)C)OCCCCCC(C(C)CC)C(C)(C)C,272.53097
258,P([O-])(=O)(OCCCCCCC(C)C(C)C(C)CC)OCCCCCCC(C)C(C)C(C)CC,266.63477
259,P([O-])(=O)(OCCCCCCC(CC)CC(C)(C)C)OCCCCCCC(CC)CC(C)(C)C,268.7711
260,P([O-])(=O)(OCCCCC(C)(CC)CCC(C)(C)C)OCCCCC(C)(CC)CCC(C)(C)C,271.44977
261,P([O-])(=O)(OCCC(C)CC(C)(C(C)C)C(C)(C)C)OCCC(C)CC(C)(C(C)C)C(C)(C)C,371.6045
262,P([O-])(=O)(OCCCC(C)C(C(C)C)C(C)(C)CC)OCCCC(C)C(C(C)C)C(C)(C)CC,325.80922
263,P([O-])(=O)(OCCCCC(C)C(C)C(C)C(C)(C)C)OCCCCC(C)C(C)C(C)C(C)(C)C,319.28103
264,P([O-])(=O)(OCCCCCC(C)(CC)C(C)C(C)C)OCCCCCC(C)(CC)C(C)C(C)C,277.0345
265,P([O-])(=O)(OCCCCCC(C)CC(C)CCCC)OCCCCCC(C)CC(C)CCCC,235.95805
266,P([O-])(=O)(OCCCCC(CC)(CC)C(C)C(C)C)OCCCCC(CC)(CC)C(C)C(C)C,280.76441
267,P([O-])(=O)(OCCCC(C(C)(C)C)C(C)(CC)CC)OCCCC(C(C)(C)C)C(C)(CC)CC,325.56593
268,P([O-])(=O)(OCCCCCCCC(CCC)C(C)C)OCCCCCCCC(CCC)C(C)C,235.91426
269,P([O-])(=O)(OCCC(C)C(C)CC(C)(C)C(C)(C)C)OCCC(C)C(C)CC(C)(C)C(C)(C)C,367.35225
270,P([O-])(=O)(OCCCCC(CC)CC(C)C(C)CC)OCCCCC(CC)CC(C)C(C)CC,279.18721
271,P([O-])(=O)(OCCCCC(C)CC(C)(CC)CCC)OCCCCC(C)CC(C)(CC)CCC,271.44029
272,P([O-])(=O)(OCCCCC(CC)CCC(CC)CC)OCCCCC(CC)CCC(CC)CC,239.58685
273,P([O-])(=O)(OCCCCCC(C)C(C)(C)C(C)CC)OCCCCCC(C)C(C)(C)C(C)CC,283.80636
274,P([O-])(=O)(OCCCC(C)(C)CC(C)C(C)C(C)C)OCCCC(C)(C)CC(C)C(C)C(C)C,325.08712
275,P([O-])(=O)(OCCC(C)CCC(C)CCC(C)(C)C)OCCC(C)CCC(C)CCC(C)(C)C,287.8994
276,P([O-])(=O)(OCCC(C)C(C)C(C)CCC(C)(C)C)OCCC(C)C(C)C(C)CCC(C)(C)C,321.89125
277,P([O-])(=O)(OCCCCC(C)(C)CC(C)(C)CC(C)C)OCCCCC(C)(C)CC(C)(C)CC(C)C,369.60034
278,P([O-])(=O)(OCCCC(C)CC(C)CC(C)(C)C(C)C)OCCCC(C)CC(C)CC(C)(C)C(C)C,376.67262
279,P([O-])(=O)(OCCC(C)(C)CCCCCCC(C)(C)C)OCCC(C)(C)CCCCCCC(C)(C)C,328.48665
280,P([O-])(=O)(OCCCC(C)CC(C(C)C)C(CC)CC)OCCCC(C)CC(C(C)C)C(CC)CC,322.27825
281,P([O-])(=O)(OCCCC(C)C(C)CC(C)C(C)(C)CC)OCCCC(C)C(C)CC(C)C(C)(C)CC,373.3007
282,P([O-])(=O)(OCCCCCCC(C)C(C)CCCCC)OCCCCCCC(C)C(C)CCCCC,277.15871
283,P([O-])(=O)(OCCCCCCC(CC)(CCC)C(C)C)OCCCCCCC(CC)(CCC)C(C)C,262.83349
284,P([O-])(=O)(OCCCCC(C)C(CC)(CCC)CCC)OCCCCC(C)C(CC)(CCC)CCC,260.59332
285,P([O-])(=O)(OCCCCC(C)C(CC)(CC)C(C)CC)OCCCCC(C)C(CC)(CC)C(C)CC,328.47783
286,P([O-])(=O)(OCCCC(C)C(C)(C)C(C)(C)CC(C)C)OCCCC(C)C(C)(C)C(C)(C)CC(C)C,378.34249
287,P([O-])(=O)(OCCCCCC(CC)(CC)C(C)C(C)C)OCCCCCC(CC)(CC)C(C)C(C)C,322.91427
288,P([O-])(=O)(OCCCC(CCC(C)C)C(C)C(C)(C)C)OCCCC(CCC(C)C)C(C)C(C)(C)C,376.45123
289,P([O-])(=O)(OCCCCC(CC(C)C(C)(C)C)C(C)C)OCCCCC(CC(C)C(C)(C)C)C(C)C,374.6784
290,P([O-])(=O)(OCCCC(CC)(CC(C)(C)C)C(C)(C)C)OCCCC(CC)(CC(C)(C)C)C(C)(C)C,385.69062
291,P([O-])(=O)(OCCCCC(C)(CC)C(C)(C)C(C)CC)OCCCCC(C)(CC)C(C)(C)C(C)CC,369.93062
292,P([O-])(=O)(OCCCC(CC)C(C)CCC(C)C(C)C)OCCCC(CC)C(C)CCC(C)C(C)C,327.9567
293,P([O-])(=O)(OCCCC(C(C)C)C(C)C(C)C(C)(C)C)OCCCC(C(C)C)C(C)C(C)C(C)(C)C,384.6978
294,P([O-])(=O)(OCCCCCC(C)(C(C)CC)C(C)CC)OCCCCCC(C)(C(C)CC)C(C)CC,315.77099
295,P([O-])(=O)(OCCCCCCCCCCC(C)C(C)C)OCCCCCCCCCCC(C)C(C)C,275.64729
296,P([O-])(=O)(OCCC(C)CC(C)(C)C(C)CC(C)(C)C)OCCC(C)CC(C)(C)C(C)CC(C)(C)C,381.64222
297,P([O-])(=O)(OCCCCC(C)C(C)C(C)C(C)C(C)C)OCCCCC(C)C(C)C(C)C(C)C(C)C,376.77684
298,P([O-])(=O)(OCCCC(C)(C)C(C)C(C)CC(C)(C)C)OCCCC(C)(C)C(C)C(C)CC(C)(C)C,384.61093
299,P([O-])(=O)(OCCCCC(C)C(CC)C(C)(C)C(C)C)OCCCCC(C)C(CC)C(C)(C)C(C)C,371.09336
300,P([O-])(=O)(OCCCC(C)C(C(C)C)(C(C)C)C(C)C)OCCCC(C)C(C(C)C)(C(C)C)C(C)C,384.99948
301,P([O-])(=O)(OCCCCCCC(CCC)C(C)C(C)C)OCCCCCCC(CCC)C(C)C(C)C,263.52624
302,P([O-])(=O)(OCCCC(CC)CC(C)C(C)(C)C(C)C)OCCCC(CC)CC(C)C(C)(C)C(C)C,381.23971
303,P([O-])(=O)(OCCCC(CC(C)C(C)C)C(C)(C)CC)OCCCC(CC(C)C(C)C)C(C)(C)CC,375.10512
304,P([O-])(=O)(OCCCC(C)(C)C(C)C(C)(CC)C(C)C)OCCCC(C)(C)C(C)C(C)(CC)C(C)C,382.57307
305,P([O-])(=O)(OCCCCC(C)(C)CC(C)(CC)C(C)C)OCCCCC(C)(C)CC(C)(CC)C(C)C,372.31406
306,P([O-])(=O)(OCCCCCCC(C)C(CCC)C(C)C)OCCCCCCC(C)C(CCC)C(C)C,270.05585
307,P([O-])(=O)(OCCCC(C)CC(CC)(CC)C(C)(C)C)OCCCC(C)CC(CC)(CC)C(C)(C)C,365.34294
308,P([O-])(=O)(OCCC(C)CCCCCCCCC(C)C)OCCC(C)CCCCCCCCC(C)C,276.37678
309,P([O-])(=O)(OCCCCCCCC(C)(CCC)CCC)OCCCCCCCC(C)(CCC)CCC,258.43944
310,P([O-])(=O)(OCCCCCCC(CC)(CC)CC(C)C)OCCCCCCC(CC)(CC)CC(C)C,259.20754
311,P([O-])(=O)(OCCCC(CCC(CC)C(C)C)C(C)C)OCCCC(CCC(CC)C(C)C)C(C)C,310.89022
312,P([O-])(=O)(OCCCC(C)CC(C)C(CC)(CC)CC)OCCCC(C)CC(C)C(CC)(CC)CC,322.18639
313,P([O-])(=O)(OCCCCC(C)C(C(C)C)C(C)(C)CC)OCCCCC(C)C(C(C)C)C(C)(C)CC,377.07559
314,P([O-])(=O)(OCCCCC(CCC)(C(C)C)C(C)CC)OCCCCC(CCC)(C(C)C)C(C)CC,310.89118
315,P([O-])(=O)(OCCCCCCCC(C)C(C)C(C)(C)C)OCCCCCCCC(C)C(C)C(C)(C)C,311.38931
316,P([O-])(=O)(OCCCC(C)C(C(C)C)C(C)(C)C(C)C)OCCCC(C)C(C(C)C)C(C)(C)C(C)C,379.7982
317,P([O-])(=O)(OCCCCC(C)C(C)CCC(C)(C)CC)OCCCCC(C)C(C)CCC(C)(C)CC,312.1796
318,P([O-])(=O)(OCCCC(CC)C(CC)(CC)C(C)(C)C)OCCCC(CC)C(CC)(CC)C(C)(C)C,376.56315
319,P([O-])(=O)(OCCC(C)CCCCCCC(C)C(C)C)OCCC(C)CCCCCCC(C)C(C)C,271.11614
320,P([O-])(=O)(OCCCCC(CC)C(CC)CC(C)CC)OCCCCC(CC)C(CC)CC(C)CC,274.17924
321,P([O-])(=O)(OCCCCCC(CCC)CCC(C)CC)OCCCCCC(CCC)CCC(C)CC,258.04261
322,P([O-])(=O)(OCCCCC(C)(CC(C)C)CC(C)CC)OCCCCC(C)(CC(C)C)CC(C)CC,319.47033
323,P([O-])(=O)(OCCCC(C)C(C)CC(C)(C)C(C)(C)C)OCCCC(C)C(C)CC(C)(C)C(C)(C)C,382.50826
324,P([O-])(=O)(OCCCC(C)C(C)(C(C)C)C(C)C(C)C)OCCCC(C)C(C)(C(C)C)C(C)C(C)C,381.33907
325,P([O-])(=O)(OCCCC(C)CC(C)CCCC(C)(C)C)OCCCC(C)CC(C)CCCC(C)(C)C,325.54541
326,P([O-])(=O)(OCCCCC(C(C)(C)CC)C(C)(C)CC)OCCCCC(C(C)(C)CC)C(C)(C)CC,379.39814
327,P([O-])(=O)(OCCCC(C)(C)CC(C)C(C)(CC)CC)OCCCC(C)(C)CC(C)C(C)(CC)CC,366.29058
328,P([O-])(=O)(OCCCC(CCCC(C)(C)C)C(C)(C)C)OCCCC(CCCC(C)(C)C)C(C)(C)C,363.29569
329,P([O-])(=O)(OCCCC(CC)C(C)(CC)C(C)(C)CC)OCCCC(CC)C(C)(CC)C(C)(C)CC,377.984
330,P([O-])(=O)(OCCCC(C)C(C)CCCCC(C)(C)C)OCCCC(C)C(C)CCCCC(C)(C)C,324.38512
331,P([O-])(=O)(OCCCC(C)CC(C)CC(C)CC(C)C)OCCCC(C)CC(C)CC(C)CC(C)C,324.12695
332,P([O-])(=O)(OCCCCCCCCCCCCCCC)OCCCCCCCCCCCCCCC,256.36805
333,P([O-])(=O)(OCCCCC(CC)C(C)(C(C)C)C(C)C)OCCCCC(CC)C(C)(C(C)C)C(C)C,377.01972
334,P([O-])(=O)(OCCCCCC(C)CCC(C)(C)C(C)C)OCCCCCC(C)CCC(C)(C)C(C)C,322.61842
335,P([O-])(=O)(OCCCC(C)C(CC(C)C)C(C)C(C)C)OCCCC(C)C(CC(C)C)C(C)C(C)C,382.52139
336,P([O-])(=O)(OCCCCCCC(CC)(CC)C(C)CC)OCCCCCCC(CC)(CC)C(C)CC,263.14362
337,P([O-])(=O)(OCCCCCCC(C)C(C)CCC(C)C)OCCCCCCC(C)C(C)CCC(C)C,261.07848
338,P([O-])(=O)(OCCCCC(C)(C(C)CC)C(C)(C)CC)OCCCCC(C)(C(C)CC)C(C)(C)CC,371.54219
339,P([O-])(=O)(OCCCCC(C)(C)CC(C)CC(C)CC)OCCCCC(C)(C)CC(C)CC(C)CC,311.12616
340,P([O-])(=O)(OCCC(C)C(C)CC(C)CCC(C)(C)C)OCCC(C)C(C)CC(C)CCC(C)(C)C,369.30755
341,P([O-])(=O)(OCCCCC(CC)(CC(C)C)C(C)(C)C)OCCCCC(CC)(CC(C)C)C(C)(C)C,376.44601
342,P([O-])(=O)(OCCCCCCC(CC)C(CC)C(C)C)OCCCCCCC(CC)C(CC)C(C)C,276.88043
343,P([O-])(=O)(OCCCCC(CC)CCC(C)(C)CCC)OCCCCC(CC)CCC(C)(C)CCC,286.55871
344,P([O-])(=O)(OCCCCC(C)C(C)CC(C)C(C)CC)OCCCCC(C)C(C)CC(C)C(C)CC,328.70976
345,P([O-])(=O)(OCCCC(C)C(CC)CC(C)(C)C(C)C)OCCCC(C)C(CC)CC(C)(C)C(C)C,383.27814
346,P([O-])(=O)(OCCCCCC(C)CCC(C)C(C)CC)OCCCCCC(C)CCC(C)C(C)CC,289.17678
347,P([O-])(=O)(OCCCCCC(CCCC(C)C)C(C)C)OCCCCCC(CCCC(C)C)C(C)C,278.18166
348,P([O-])(=O)(OCCCC(C)(C)CC(C)(C)CC(C)(C)C)OCCCC(C)(C)CC(C)(C)CC(C)(C)C,381.90893
349,P([O-])(=O)(OCCCCCCCC(C)C(C)CCCC)OCCCCCCCC(C)C(C)CCCC,257.81642
350,P([O-])(=O)(OCCCC(C)CCCC(C)C(C)(C)CC)OCCCC(C)CCCC(C)C(C)(C)CC,315.61286
351,P([O-])(=O)(OCCCCCC(CC)C(CC)C(C)(C)C)OCCCCCC(CC)C(CC)C(C)(C)C,311.79374
352,P([O-])(=O)(OCCCCC(CCC(C)C(C)C)C(C)C)OCCCCC(CCC(C)C(C)C)C(C)C,320.28072
353,P([O-])(=O)(OCCC(C)CC(C)C(C)CCC(C)(C)C)OCCC(C)CC(C)C(C)CCC(C)(C)C,372.94497
